id,title,lead_paragraph,source,category,y_true,y_pred,y_score,confidence_in_prediction,error_type,suggested_priority,taxonomy_label,annotator_note,is_case_study_candidate
article_1117,Bộ Xây dựng yêu cầu Vicem hoàn thiện tháp nghìn tỷ 'đắp chiếu' chục năm,"Tổng công ty Xi măng Việt Nam (Vicem) cần tập trung triển khai đầu tư, hoàn thiện tòa nhà 31 tầng ở Cầu Giấy sau chục năm bỏ hoang.",VnExpress,Other,1,0,0.3504478866049075,0.6495521133950926,FN,16,FN_neutral_surface_form,Cụm 'nghìn tỷ' và 'đắp chiếu' có tính kích thích nhưng tiêu đề vẫn giống tin quản lý nhà nước.,0
article_2869,"Cầu thủ nhập tịch Indonesia không muốn về nước thi đấu, thất nghiệp đến bao lâu?","Báo chí Indonesia hết sức lo lắng trước tình trạng các cầu thủ nhập tịch đội tuyển nước này đang chịu cảnh thất nghiệp, sẽ ảnh hưởng cơ hội lịch sử giành vé dự World Cup 2026. Mới đây, một người trong cuộc đã lên tiếng.",Thanh Niên,Other,1,0,0.3539447228726564,0.6460552771273436,FN,17,FN_entity_context_needed,Cần biết bối cảnh cầu thủ nhập tịch Indonesia/World Cup để thấy phần gợi tò mò trong tiêu đề.,0
article_2131,"Video: Nam sinh xem điểm thi vào lớp 10, phản ứng khiến cả cõi mạng vui lây","Giữa mùa công bố điểm thi vào lớp 10 đầy hồi hộp, mạng xã hội lại rộn ràng vì đoạn clip ghi lại phản ứng hài hước của một nam sinh khi biết mình đỗ cấp 3",SaoStar,Giáo dục & Học đường,1,0,0.3555825460485436,0.6444174539514564,FN,18,FN_subtle_curiosity_gap,Cụm 'phản ứng khiến cả cõi mạng vui lây' che giấu phản ứng cụ thể và là ví dụ clickbait rõ.,1
article_1006,"""Mỗi chiếc B-2 giá hơn 2,2 tỷ USD”: Mỹ ""đốt” chi phí khủng tấn công các địa điểm hạt nhân của Iran","Cuộc không kích của Mỹ vào các cơ sở hạt nhân Iran mới đây không chỉ gây chấn động vì quy mô và độ chính xác, mà còn cho thấy mức độ đầu tư khổng lồ vào công nghệ quân sự. Với chi phí hơn 2,2 tỷ USD cho mỗi chiếc B-2 và 20 triệu USD cho mỗi quả bom xuyên phá, Mỹ đang chứng minh khả năng tấn công toàn cầu từ cách xa nửa vòng trái đất.",24h,Kinh doanh & Kinh tế,1,0,0.3666057911673142,0.6333942088326858,FN,19,FN_domain_specific_clickbait,Tiêu đề quân sự dùng chi phí cực lớn và từ ngữ mạnh nhưng thuộc tin quốc tế nên dễ bị xem như phân tích thông thường.,0
article_2632,Bắt 6 đối tượng hiếp dâm bé gái trong rừng cao su ở Đắk Lắk,"Công an tỉnh Đắk Lắk vừa khởi tố, bắt tạm giam 6 đối tượng để điều tra về hành vi hiếp dâm bé gái 14 tuổi trong rừng cao su.",VietNamNet,Chính trị & An ninh,1,0,0.3667422521640463,0.6332577478359537,FN,20,AMB_borderline_label,"Tiêu đề tội phạm nêu đầy đủ hành vi và địa điểm, nên nhãn clickbait có thể gây tranh luận.",0
article_1556,Công Phượng đã đúng về 'Ronaldo Việt Nam',Bàn thắng của 'Ronaldo Việt Nam' đã mở toang cánh cửa giành vé play-off cho Bình Phước.,SaoStar,Thể thao,1,0,0.3726235640509753,0.6273764359490247,FN,21,FN_entity_context_needed,Biệt danh 'Ronaldo Việt Nam' đòi hỏi hiểu entity/bối cảnh bóng đá để nhận ra tính câu kéo.,0
article_3229,Anh Tài Quốc Thiên bị kiện,Ca sĩ Quốc Thiên bị kiện vi phạm bản quyền.,24h,Giải trí & Showbiz,1,0,0.3849565537943987,0.6150434462056014,FN,22,FN_subtle_curiosity_gap,"Tiêu đề rất ngắn, chỉ nói bị kiện mà không cho biết lý do, tạo khoảng trống thông tin.",0
article_3164,Đan Trường cảnh báo,"TPO - Ca sĩ Đan Trường lên tiếng về tình trạng các trang Facebook lấy hình ảnh của anh, chỉnh sửa mặt để đưa vào video quảng cáo dịch vụ cho vay nặng lãi. Anh kêu gọi khán giả nếu biết diễn viên trong clip giả mạo hình ảnh hãy cung cấp thông tin để phía Đan Trường báo cáo với cơ quan chức năng.",24h,Giải trí & Showbiz,1,0,0.3899178870626164,0.6100821129373837,FN,23,FN_requires_lead_context,Tiêu đề 'Đan Trường cảnh báo' quá ngắn; cần lead mới biết cảnh báo chuyện gì.,0
article_1865,"Loạt ""idol tài năng"" với điểm chứng chỉ tuyệt đối đăng ký vào Bách khoa, không sân khấu vẫn chói mắt như thường","Các ""idol"" này quá xịn phải không nào!",Kênh14,Giáo dục & Học đường,1,0,0.3922458230615047,0.6077541769384953,FN,24,FN_domain_specific_clickbait,"Dùng giọng mạng xã hội và cụm phóng đại trong bối cảnh giáo dục, khác phong cách clickbait tin tức phổ biến.",0
article_3446,"Mùa chuyển cấp: Phụ huynh thở phào với chi phí ""hời"" từ xe điện OSAKAR","Mùa chuyển cấp luôn đi kèm với nhiều nỗi lo về chi phí, đặc biệt là mua sắm phương tiện di chuyển an toàn và tiện lợi cho con. Giữa bối cảnh giá xăng liên tục tăng cao, xe điện OSAKAR nổi lên như một giải pháp “cứu cánh“ kịp thời và hiệu quả.",24h,Other,1,0,0.4023021965540009,0.5976978034459991,FN,25,FN_domain_specific_clickbait,"Tiêu đề có yếu tố quảng bá/thương mại như 'chi phí hời' và 'thở phào', nhưng model không học tốt cue quảng cáo.",0
article_3751,"Vương quốc kem với vị cá thu, than củi","Đến vương quốc kem Litva, nơi người dân tiêu thụ trung bình 9 kg kem mỗi năm, du khách có thể tìm thấy một bản đồ các loại kem, từ vị cá thu, than củi, nấm cho đến rượu vang.",24h,Du lịch & Ẩm thực,1,0,0.408127280621249,0.591872719378751,FN,26,FN_subtle_curiosity_gap,Các vị kem lạ như cá thu/than củi tạo tò mò nhưng bề mặt vẫn là tiêu đề du lịch ẩm thực.,0
article_3408,"Cao nguyên cách Hà Nội 300km có biển mây, thác nước, khách rộn ràng reo vui","Quãng đường di chuyển thuận tiện với tuyến cao tốc Hà Nội - Lào Cai, không khí trong lành, mát mẻ, mùa hè chỉ khoảng 20 độ C... là những lý do khiến cao nguyên Y Tý trở thành địa điểm ""trốn nóng"" hút khách.",VietNamNet,Du lịch & Ẩm thực,1,0,0.4154336720473255,0.5845663279526745,FN,27,FN_subtle_curiosity_gap,Tiêu đề mô tả địa điểm bằng khoảng cách và trải nghiệm nhưng không nêu tên nơi ngay ở headline.,1
article_2870,Top đội bóng,,Thanh Niên,Chính trị & An ninh,1,0,0.4158570493288672,0.5841429506711329,FN,28,DATA_quality_issue,"Tiêu đề quá ngắn và lead trống, không đủ ngữ cảnh để đánh giá nhãn một cách đáng tin cậy.",1
article_2031,Khám phá,"Khám phá du lịch - Khám phá tour du lịch độc đáo, nổi tiếng. Khám phá văn hóa ẩm thực vùng miền, địa điểm, địa danh nổi tiếng Việt Nam và thế giới",Thanh Niên,Chính trị & An ninh,1,0,0.4194295908619559,0.5805704091380441,FN,29,DATA_quality_issue,"Tiêu đề chỉ là một từ chung chung và lead giống mô tả chuyên mục, khả năng là lỗi scrape/metadata.",1
article_2732,Tắt các thiết lập này sẽ giúp tăng tốc Windows 11 nhanh hơn rất nhiều - Báo Pháp Luật TP.HCM,"Windows 11 mang đến giao diện hiện đại, nhiều hiệu ứng chuyển động mượt mà, nhưng chính những yếu tố này lại khiến hệ thống trở nên ì ạch. Làm thế nào để tăng tốc Windows 11?",Báo Mới,Other,1,0,0.4254536427224148,0.5745463572775852,FN,30,FN_subtle_curiosity_gap,"Cụm 'các thiết lập này' che giấu thông tin cụ thể, là curiosity gap dạng hướng dẫn.",1
article_3658,Thấp thỏm quanh những cái ‘bẫy’ từ các mỏ vật liệu không hoàn thổ ở Hà Tĩnh,"Dù đã dừng khai thác nhiều năm song hàng loạt mỏ đá ven các dãy núi ở Hà Tĩnh chưa khắc phục môi trường, thu dọn máy móc. Những quả đồi trơ sỏi đá, hồ nước sâu cả chục mét vô tình trở thành cái “bẫy” gây nguy hiểm cho người dân.",24h,Giải trí & Showbiz,1,0,0.4255181481786146,0.5744818518213854,FN,31,FN_neutral_surface_form,Ẩn dụ 'cái bẫy' tạo kịch tính nhưng tiêu đề vẫn giống tin phản ánh an toàn địa phương.,0
article_2579,On Trending | Dàn cast Đấu trường gia tốc 'tố nhau' trong thử thách 'Ai là…',"Sau màn giới thiệu đậm chất riêng, các thành viên của dàn cast 'Đấu trường gia tốc' hào hứng khi bước vào trong trò chơi khởi động.",Thanh Niên,Giải trí & Showbiz,1,0,0.4264803065097781,0.5735196934902219,FN,32,FN_subtle_curiosity_gap,Cụm 'Ai là…' bị bỏ lửng tạo curiosity gap rõ nhưng phụ thuộc vào format giải trí.,0
article_0732,Xác định nguyên nhân thanh niên không mặc quần áo tử vong giữa đường ở TP Thủ Đức,"Sau tiếng la hét, thanh niên chạy ra đường trong tình trạng không mặc quần áo, máu chảy nhiều rồi ngã gục giữa đường, tử vong ở TP Thủ Đức.",24h,Chính trị & An ninh,1,0,0.4313913744791812,0.5686086255208188,FN,33,AMB_borderline_label,Tiêu đề nêu rõ sự kiện chính và nguyên nhân đang được xác định; ranh giới clickbait không rõ.,0
article_3471,Gần 1.000 người đội nắng đổi xe máy xăng lấy xe điện - Chuyên trang Xe Giao Thông - Báo Xây Dựng,"Sự kiện 'Đổi xăng lấy điện' do VinFast tổ chức đã thu hút nhiều người dân Thủ đô đến tìm hiểu, trải nghiệm và đổi xe máy xăng sang xe điện.",Báo Mới,Xe & Vận tải,1,0,0.4321552269563864,0.5678447730436136,FN,34,FN_neutral_surface_form,"Tin sự kiện đổi xe có bề mặt thông tin trực tiếp, nên model không nhận ra nhãn clickbait.",0
article_1634,Điểm chuẩn lớp 10 vào 2 trường chuyên 'hot' ở TP.HCM biến động bất ngờ - Tạp chí Tri thức,"So với năm 2024, điểm chuẩn vào lớp 10 trường THPT chuyên Lê Hồng Phong và THPT chuyên Trần Đại Nghĩa có biến động, nhiều khối chuyên giảm mạnh ngưỡng trúng tuyển.",Báo Mới,Other,1,0,0.4347141943699178,0.5652858056300822,FN,35,FN_subtle_curiosity_gap,Cụm 'biến động bất ngờ' tạo kỳ vọng về chi tiết điểm chuẩn nhưng tiêu đề vẫn khá giống tin giáo dục.,0
article_3682,"Khốc liệt cuộc đua Ngoại hạng Anh 2024/25, đội nào ""biến hóa” nhất về chiến thuật?",Cuộc chiến về mặt chiến thuật tại Ngoại hạng Anh cũng gay cấn và quyết liệt với nhiều “đòn“ bất ngờ. Điều đó lại càng được thể hiện rõ hơn trong mùa giải 2024/25.,24h,Giải trí & Showbiz,1,0,0.4385577830081172,0.5614422169918828,FN,36,FN_domain_specific_clickbait,Câu hỏi chiến thuật thể thao và cụm “biến hóa” là cue clickbait trong domain bóng đá.,0
article_0718,"Người đàn ông đến ngân hàng chuyển 22 triệu đồng cho vợ tương lai, nhân viên liền báo cảnh sát",Người đàn ông phản ứng vô cùng gay gắt khi làm viêc với phía cảnh sát.,SaoStar,Quốc tế,1,0,0.4402169074690811,0.5597830925309188,FN,37,FN_subtle_curiosity_gap,"Tiêu đề kể tình huống lạ nhưng giấu lý do nhân viên báo cảnh sát, curiosity gap rất rõ.",1
article_2773,Mắc kẹt vì giấc mơ 'an cư lạc nghiệp',"Ba năm qua, vợ chồng Minh Phương sống trong hối hận và khổ sở vì đã quá vội vã vay mượn để mua nhà Hà Nội.",VnExpress,Other,1,0,0.4420267368791965,0.5579732631208034,FN,38,FN_neutral_surface_form,Ẩn dụ 'giấc mơ an cư lạc nghiệp' tạo cảm xúc nhưng bề mặt giống bài đời sống/xã hội.,0
article_1164,Đua mở mới khách sạn ven biển,"Du lịch biển sôi động giúp bất động sản nghỉ dưỡng khởi sắc, thu hút các ông lớn vận hành khách sạn chạy đua mở cơ sở mới.",VnExpress,Other,1,0,0.4422137641914971,0.5577862358085028,FN,39,AMB_borderline_label,"Tiêu đề kinh doanh khá trực tiếp, không thể hiện rõ thao tác câu kéo nếu không đọc kỹ lead.",0
article_1683,Giáo viên 'mách' bí quyết làm bài môn Toán thi tốt nghiệp THPT đạt điểm 'mơ ước' - Tạp chí Người Đưa Tin,"Chỉ còn vài ngày nữa Kỳ thi tốt nghiệp trung học phổ thông năm 2025 sẽ chính thức diễn ra, mỗi học sinh cần phải có phương pháp học phù hợp cũng như cần nỗ lực một cách mạnh mẽ thì mới phát huy được tối đa năng lực của mình.",Báo Mới,Giáo dục & Học đường,1,0,0.4423002398426599,0.5576997601573401,FN,40,FN_subtle_curiosity_gap,Từ 'bí quyết' và 'điểm mơ ước' tạo promise/hướng dẫn nhưng model đánh giá thấp.,0
article_3341,4 quán cơm gà khách nên thử khi đến Hội An,"Khám phá ẩm thực Hội An, du khách nên thử các quán cơm gà lâu năm ở trung tâm như cơm gà Bà Buội hay Hương - kiệt Sica.",VnExpress,Other,1,0,0.4431751542598743,0.5568248457401257,FN,41,FN_subtle_curiosity_gap,Dạng listicle du lịch/ẩm thực tạo lời hứa gợi ý nhưng không quá giật gân.,0
article_2644,Microsoft sẵn sàng 'đường ai nấy đi' với nhà sáng lập ChatGPT,"Công ty đứng sau ChatGPT muốn chuyển đổi sang mô hình mới, khiến Microsoft toan tính chiến lược",SaoStar,Công nghệ & Khoa học,1,0,0.44479613696616,0.5552038630338401,FN,42,FN_entity_context_needed,Cụm 'đường ai nấy đi' cần hiểu quan hệ Microsoft/OpenAI/ChatGPT để thấy tính gợi tò mò.,0
article_1226,Mặt trời giả xuất hiện ở Việt Nam đúng ngày hạ chí: Báo hiệu điều gì?,"Hạ chí 21.6 hôm qua, nhiều người bất ngờ nhìn thấy hiện tượng mặt trời giả từ núi Bà Đen (Tây Ninh). Nguyên nhân của hiện tượng này là gì?",Thanh Niên,Other,1,0,0.4491805419187837,0.5508194580812162,FN,43,FN_subtle_curiosity_gap,Câu hỏi 'Báo hiệu điều gì?' che giấu lời giải thích và là cue curiosity điển hình.,1
article_1237,"Tưởng bị phạt nguội, tài xế vượt đèn đỏ nhận thông báo không ngờ từ CSGT","Tài xế vượt đèn đỏ đưa người bị tai nạn đi cấp cứu ở TP.Đà Lạt lo bị phạt nguội, nhưng thông báo mới nhất từ CSGT khiến ông bất ngờ.",Thanh Niên,Other,1,0,0.4547403339320597,0.5452596660679403,FN,44,FN_subtle_curiosity_gap,"Cụm 'thông báo không ngờ' che giấu kết quả, tạo clickbait rõ.",1
article_1268,Doãn Quốc Đam trở lại,"Sau hơn một thập kỷ gắn bó với vai phản diện truyền hình, Doãn Quốc Đam bất ngờ xuất hiện với diện mạo hoàn toàn mới trong phim điện ảnh mới",SaoStar,Giải trí & Showbiz,1,0,0.4593628806551765,0.5406371193448235,FN,45,FN_requires_lead_context,Tiêu đề chỉ nói 'trở lại' mà không cho biết trở lại như thế nào; cần lead để hiểu thông tin chính.,0
article_1202,Ghi nội dung chuyển khoản né từ mua bán: Cảm thông hay tiếp tay né thuế?,"Để né thuế, một số người bán yêu cầu khách trả tiền mặt hoặc chuyển khoản mà không ghi rõ nội dung giao dịch. Dưới góc độ người mua hàng, một số người bày tỏ sự cảm thông nhưng cũng không ít ý kiến cho rằng cần minh bạch và tạo điều kiện thuận tiện cho khách là trên hết.",Thanh Niên,Sức khỏe & Đời sống,1,0,0.4594069235795189,0.5405930764204812,FN,46,FN_subtle_curiosity_gap,Dạng câu hỏi tranh luận xã hội gợi tò mò về quan điểm hơn là cung cấp kết luận ngay.,0
article_3567,"Ford Territory - Khám phá ""lãnh thổ"" riêng trong thế giới crossover","Ford Territory - mẫu crossover hạng C đình đám tại Việt Nam, với thiết kế hiện đại và công nghệ an toàn vượt trội.",24h,Xe & Vận tải,1,0,0.4596212523372068,0.5403787476627933,FN,47,FN_domain_specific_clickbait,"Tiêu đề quảng bá xe dùng chơi chữ “lãnh thổ” và ngôn ngữ marketing, khác mẫu clickbait tin tức thường gặp.",0
article_2645,T1 Phone: Gắn mác Mỹ nhưng lại 'Made in China'?,Nhiều chuyên gia cho rằng T1 Phone nhiều khả năng sẽ được sản xuất ở Trung Quốc,SaoStar,Công nghệ & Khoa học,1,0,0.4597223264080222,0.5402776735919779,FN,48,FN_entity_context_needed,Cần hiểu sản phẩm T1 Phone và bối cảnh 'Made in China' để nhận ra tính gợi nghi vấn.,0
article_2902,Mỗi tháng trả 12 triệu đồng thuê mặt tiền chỉ để nhìn ô tô đỗ kín lối vào!,"Bỏ ra 12 triệu đồng mỗi tháng để thuê mặt bằng kinh doanh, chị Chi không ngờ điều khiến mình mệt mỏi lại là những chiếc ô tô thay nhau chắn lối. Cửa hàng thuê đàng hoàng, nhưng cửa nhà lúc nào cũng như bãi đỗ xe miễn phí.",VietNamNet,Xe & Vận tải,1,0,0.4630478583598612,0.5369521416401388,FN,49,FN_neutral_surface_form,Tiêu đề có yếu tố cảm xúc 'chỉ để nhìn ô tô đỗ kín lối' nhưng vẫn giống phản ánh đời sống cụ thể.,0
article_0059,Mùa mưa bão đến rồi,"Bão ""con bướm"" đến, vậy là mở màn mùa mưa bão rồi.",Tuổi Trẻ,Other,1,0,0.464622933461097,0.535377066538903,FN,50,AMB_borderline_label,Tiêu đề rất ngắn và gần như không đủ thông tin; nhãn clickbait có thể đúng nhưng thiếu ngữ cảnh.,0
article_1480,Chuyên gia chỉ ra thực phẩm không nên ăn sống,"Một số thực phẩm sống chứa các hợp chất có hại mà cơ thể không thể tiêu hóa. Khi ăn sống ở lượng nhỏ có thể vô hại, nhưng nếu tiêu thụ chúng quá mức sẽ gây rối loạn nghiêm trọng dẫn đến ngộ độc.",Thanh Niên,Sức khỏe & Đời sống,0,1,0.874358251981257,0.874358251981257,FP,51,FP_emotional_but_informative,"Cụm 'chỉ ra' và cảnh báo ăn sống làm model nghi clickbait, nhưng tiêu đề vẫn là tư vấn sức khỏe rõ nội dung.",0
article_2596,Hoa hậu Khánh Vân: Tôi được chồng yêu chiều nên làm vợ cũng thoải mái,"Dịp xuân Ất Tỵ, Hoa hậu Khánh Vân có những tiết lộ với Thanh Niên về cái tết đầu tiên sau khi kết hôn.",Thanh Niên,Other,0,1,0.8253700620757337,0.8253700620757337,FP,52,FP_entertainment_style_bias,"Tin phỏng vấn người nổi tiếng có giọng cá nhân/đời tư, dễ bị model gắn với clickbait dù nội dung là trích dẫn rõ.",0
article_1499,Alo bác sĩ nghe: Đau mỏi vai gáy khi ngủ dậy cảnh báo điều gì?,"'Tôi năm nay 55 tuổi, gần đây hay đau mỏi vai gáy, nhất là buổi sáng ngủ dậy. Liệu có phải dấu hiệu của thoái hóa đốt sống cổ không? Tôi nên khám và điều trị như thế nào?'. (M.Lộc, ở TP.HCM).",Thanh Niên,Other,0,1,0.8046873814161782,0.8046873814161782,FP,53,FP_question_but_legitimate,"Tiêu đề là câu hỏi tư vấn y tế hợp lệ, không cố tình che giấu thông tin quá mức.",1
article_2741,Không phải iPhone nào cũng được hưởng trọn tính năng iOS 26 - Báo VietnamNet,"Bên cạnh đổi mới giao diện, iOS 26 còn mang đến nhiều tính năng mới. Tuy nhiên, không phải iPhone nào cũng được hưởng trọn vẹn hệ điều hành này.",Báo Mới,Other,0,1,0.7754038197805136,0.7754038197805136,FP,54,FP_emotional_but_informative,Cấu trúc 'Không phải ... nào cũng...' tạo tò mò nhưng nội dung là thông tin công nghệ cụ thể.,0
