id,title,lead_paragraph,source,category,y_true,y_pred,y_score,confidence_in_prediction,error_type,suggested_priority,taxonomy_label,annotator_note,is_case_study_candidate
article_1250,Đại học Bách khoa Hà Nội phỏng vấn thí sinh 'tài năng’ những gì?,"450 thầy cô của Đại học Bách khoa Hà Nội đều là những người có kinh nghiệm học tập ở nước ngoài, từng tham gia các kỳ phỏng vấn học bổng du học, sẽ trực tiếp phỏng vấn 3.000 thí sinh diện tài năng.",VietNamNet,Giáo dục & Học đường,1,0,0.3035936493777633,0.6964063506222367,FN,11,,,
article_0960,Florian Wirtz: Ma thuật nước Đức chờ bay cao với Liverpool,"Florian Wirtz là một trong những cầu thủ xuất sắc nhất thế giới, sở hữu thứ bóng đá ma thuật và tự tin chinh phục vinh quang với Liverpool.",VietNamNet,Thể thao,1,0,0.3110642476490966,0.6889357523509034,FN,12,,,
article_2846,Khi trung vệ Lý Đức mất kiểm soát,Tấm thẻ đỏ ngay trước khi V-League hạ màn là kỷ niệm buồn với trung vệ trẻ Phạm Lý Đức của HAGL.,Thanh Niên,Other,1,0,0.3192438477396895,0.6807561522603105,FN,13,,,
article_3648,Cảng cá 280 tỷ đồng sắp hoạt động nhưng luồng lạch bồi lắng,"Dự án cảng cá Cửa Nhượng (Hà Tĩnh) có mức đầu tư 280 tỷ đồng được đánh giá hiện đại bậc nhất miền Trung đã hoàn thiện, chuẩn bị đưa vào hoạt động song luồng lạch bồi lắng khiến ngư dân lo lắng khó vào, ra.",24h,Giải trí & Showbiz,1,0,0.3271110393855262,0.6728889606144738,FN,14,,,
article_2930,Hội An 2025: Khi phố cổ lên đèn và ký ức bừng sáng,"Trong sắc vàng rêu phong và ánh lồng đèn lấp lánh, phố cổ Hội An như một giấc mơ chậm rãi trôi qua từng mái ngói, từng nhịp cầu.",SaoStar,Du lịch & Ẩm thực,1,0,0.3431756775764129,0.6568243224235871,FN,15,,,
article_1117,Bộ Xây dựng yêu cầu Vicem hoàn thiện tháp nghìn tỷ 'đắp chiếu' chục năm,"Tổng công ty Xi măng Việt Nam (Vicem) cần tập trung triển khai đầu tư, hoàn thiện tòa nhà 31 tầng ở Cầu Giấy sau chục năm bỏ hoang.",VnExpress,Other,1,0,0.3504478866049075,0.6495521133950926,FN,16,,,
article_2869,"Cầu thủ nhập tịch Indonesia không muốn về nước thi đấu, thất nghiệp đến bao lâu?","Báo chí Indonesia hết sức lo lắng trước tình trạng các cầu thủ nhập tịch đội tuyển nước này đang chịu cảnh thất nghiệp, sẽ ảnh hưởng cơ hội lịch sử giành vé dự World Cup 2026. Mới đây, một người trong cuộc đã lên tiếng.",Thanh Niên,Other,1,0,0.3539447228726564,0.6460552771273436,FN,17,,,
article_2131,"Video: Nam sinh xem điểm thi vào lớp 10, phản ứng khiến cả cõi mạng vui lây","Giữa mùa công bố điểm thi vào lớp 10 đầy hồi hộp, mạng xã hội lại rộn ràng vì đoạn clip ghi lại phản ứng hài hước của một nam sinh khi biết mình đỗ cấp 3",SaoStar,Giáo dục & Học đường,1,0,0.3555825460485436,0.6444174539514564,FN,18,,,
article_1006,"""Mỗi chiếc B-2 giá hơn 2,2 tỷ USD”: Mỹ ""đốt” chi phí khủng tấn công các địa điểm hạt nhân của Iran","Cuộc không kích của Mỹ vào các cơ sở hạt nhân Iran mới đây không chỉ gây chấn động vì quy mô và độ chính xác, mà còn cho thấy mức độ đầu tư khổng lồ vào công nghệ quân sự. Với chi phí hơn 2,2 tỷ USD cho mỗi chiếc B-2 và 20 triệu USD cho mỗi quả bom xuyên phá, Mỹ đang chứng minh khả năng tấn công toàn cầu từ cách xa nửa vòng trái đất.",24h,Kinh doanh & Kinh tế,1,0,0.3666057911673142,0.6333942088326858,FN,19,,,
article_2632,Bắt 6 đối tượng hiếp dâm bé gái trong rừng cao su ở Đắk Lắk,"Công an tỉnh Đắk Lắk vừa khởi tố, bắt tạm giam 6 đối tượng để điều tra về hành vi hiếp dâm bé gái 14 tuổi trong rừng cao su.",VietNamNet,Chính trị & An ninh,1,0,0.3667422521640463,0.6332577478359537,FN,20,,,
article_1556,Công Phượng đã đúng về 'Ronaldo Việt Nam',Bàn thắng của 'Ronaldo Việt Nam' đã mở toang cánh cửa giành vé play-off cho Bình Phước.,SaoStar,Thể thao,1,0,0.3726235640509753,0.6273764359490247,FN,21,,,
article_3229,Anh Tài Quốc Thiên bị kiện,Ca sĩ Quốc Thiên bị kiện vi phạm bản quyền.,24h,Giải trí & Showbiz,1,0,0.3849565537943987,0.6150434462056014,FN,22,,,
article_3164,Đan Trường cảnh báo,"TPO - Ca sĩ Đan Trường lên tiếng về tình trạng các trang Facebook lấy hình ảnh của anh, chỉnh sửa mặt để đưa vào video quảng cáo dịch vụ cho vay nặng lãi. Anh kêu gọi khán giả nếu biết diễn viên trong clip giả mạo hình ảnh hãy cung cấp thông tin để phía Đan Trường báo cáo với cơ quan chức năng.",24h,Giải trí & Showbiz,1,0,0.3899178870626164,0.6100821129373837,FN,23,,,
article_1865,"Loạt ""idol tài năng"" với điểm chứng chỉ tuyệt đối đăng ký vào Bách khoa, không sân khấu vẫn chói mắt như thường","Các ""idol"" này quá xịn phải không nào!",Kênh14,Giáo dục & Học đường,1,0,0.3922458230615047,0.6077541769384953,FN,24,,,
article_3446,"Mùa chuyển cấp: Phụ huynh thở phào với chi phí ""hời"" từ xe điện OSAKAR","Mùa chuyển cấp luôn đi kèm với nhiều nỗi lo về chi phí, đặc biệt là mua sắm phương tiện di chuyển an toàn và tiện lợi cho con. Giữa bối cảnh giá xăng liên tục tăng cao, xe điện OSAKAR nổi lên như một giải pháp “cứu cánh“ kịp thời và hiệu quả.",24h,Other,1,0,0.4023021965540009,0.5976978034459991,FN,25,,,
article_3751,"Vương quốc kem với vị cá thu, than củi","Đến vương quốc kem Litva, nơi người dân tiêu thụ trung bình 9 kg kem mỗi năm, du khách có thể tìm thấy một bản đồ các loại kem, từ vị cá thu, than củi, nấm cho đến rượu vang.",24h,Du lịch & Ẩm thực,1,0,0.408127280621249,0.591872719378751,FN,26,,,
article_3408,"Cao nguyên cách Hà Nội 300km có biển mây, thác nước, khách rộn ràng reo vui","Quãng đường di chuyển thuận tiện với tuyến cao tốc Hà Nội - Lào Cai, không khí trong lành, mát mẻ, mùa hè chỉ khoảng 20 độ C... là những lý do khiến cao nguyên Y Tý trở thành địa điểm ""trốn nóng"" hút khách.",VietNamNet,Du lịch & Ẩm thực,1,0,0.4154336720473255,0.5845663279526745,FN,27,,,
article_2870,Top đội bóng,,Thanh Niên,Chính trị & An ninh,1,0,0.4158570493288672,0.5841429506711329,FN,28,,,
article_2031,Khám phá,"Khám phá du lịch - Khám phá tour du lịch độc đáo, nổi tiếng. Khám phá văn hóa ẩm thực vùng miền, địa điểm, địa danh nổi tiếng Việt Nam và thế giới",Thanh Niên,Chính trị & An ninh,1,0,0.4194295908619559,0.5805704091380441,FN,29,,,
article_2732,Tắt các thiết lập này sẽ giúp tăng tốc Windows 11 nhanh hơn rất nhiều - Báo Pháp Luật TP.HCM,"Windows 11 mang đến giao diện hiện đại, nhiều hiệu ứng chuyển động mượt mà, nhưng chính những yếu tố này lại khiến hệ thống trở nên ì ạch. Làm thế nào để tăng tốc Windows 11?",Báo Mới,Other,1,0,0.4254536427224148,0.5745463572775852,FN,30,,,
article_3658,Thấp thỏm quanh những cái ‘bẫy’ từ các mỏ vật liệu không hoàn thổ ở Hà Tĩnh,"Dù đã dừng khai thác nhiều năm song hàng loạt mỏ đá ven các dãy núi ở Hà Tĩnh chưa khắc phục môi trường, thu dọn máy móc. Những quả đồi trơ sỏi đá, hồ nước sâu cả chục mét vô tình trở thành cái “bẫy” gây nguy hiểm cho người dân.",24h,Giải trí & Showbiz,1,0,0.4255181481786146,0.5744818518213854,FN,31,,,
article_2579,On Trending | Dàn cast Đấu trường gia tốc 'tố nhau' trong thử thách 'Ai là…',"Sau màn giới thiệu đậm chất riêng, các thành viên của dàn cast 'Đấu trường gia tốc' hào hứng khi bước vào trong trò chơi khởi động.",Thanh Niên,Giải trí & Showbiz,1,0,0.4264803065097781,0.5735196934902219,FN,32,,,
article_0732,Xác định nguyên nhân thanh niên không mặc quần áo tử vong giữa đường ở TP Thủ Đức,"Sau tiếng la hét, thanh niên chạy ra đường trong tình trạng không mặc quần áo, máu chảy nhiều rồi ngã gục giữa đường, tử vong ở TP Thủ Đức.",24h,Chính trị & An ninh,1,0,0.4313913744791812,0.5686086255208188,FN,33,,,
article_3471,Gần 1.000 người đội nắng đổi xe máy xăng lấy xe điện - Chuyên trang Xe Giao Thông - Báo Xây Dựng,"Sự kiện 'Đổi xăng lấy điện' do VinFast tổ chức đã thu hút nhiều người dân Thủ đô đến tìm hiểu, trải nghiệm và đổi xe máy xăng sang xe điện.",Báo Mới,Xe & Vận tải,1,0,0.4321552269563864,0.5678447730436136,FN,34,,,
article_1634,Điểm chuẩn lớp 10 vào 2 trường chuyên 'hot' ở TP.HCM biến động bất ngờ - Tạp chí Tri thức,"So với năm 2024, điểm chuẩn vào lớp 10 trường THPT chuyên Lê Hồng Phong và THPT chuyên Trần Đại Nghĩa có biến động, nhiều khối chuyên giảm mạnh ngưỡng trúng tuyển.",Báo Mới,Other,1,0,0.4347141943699178,0.5652858056300822,FN,35,,,
article_3682,"Khốc liệt cuộc đua Ngoại hạng Anh 2024/25, đội nào ""biến hóa” nhất về chiến thuật?",Cuộc chiến về mặt chiến thuật tại Ngoại hạng Anh cũng gay cấn và quyết liệt với nhiều “đòn“ bất ngờ. Điều đó lại càng được thể hiện rõ hơn trong mùa giải 2024/25.,24h,Giải trí & Showbiz,1,0,0.4385577830081172,0.5614422169918828,FN,36,,,
article_0718,"Người đàn ông đến ngân hàng chuyển 22 triệu đồng cho vợ tương lai, nhân viên liền báo cảnh sát",Người đàn ông phản ứng vô cùng gay gắt khi làm viêc với phía cảnh sát.,SaoStar,Quốc tế,1,0,0.4402169074690811,0.5597830925309188,FN,37,,,
article_2773,Mắc kẹt vì giấc mơ 'an cư lạc nghiệp',"Ba năm qua, vợ chồng Minh Phương sống trong hối hận và khổ sở vì đã quá vội vã vay mượn để mua nhà Hà Nội.",VnExpress,Other,1,0,0.4420267368791965,0.5579732631208034,FN,38,,,
article_1164,Đua mở mới khách sạn ven biển,"Du lịch biển sôi động giúp bất động sản nghỉ dưỡng khởi sắc, thu hút các ông lớn vận hành khách sạn chạy đua mở cơ sở mới.",VnExpress,Other,1,0,0.4422137641914971,0.5577862358085028,FN,39,,,
article_1683,Giáo viên 'mách' bí quyết làm bài môn Toán thi tốt nghiệp THPT đạt điểm 'mơ ước' - Tạp chí Người Đưa Tin,"Chỉ còn vài ngày nữa Kỳ thi tốt nghiệp trung học phổ thông năm 2025 sẽ chính thức diễn ra, mỗi học sinh cần phải có phương pháp học phù hợp cũng như cần nỗ lực một cách mạnh mẽ thì mới phát huy được tối đa năng lực của mình.",Báo Mới,Giáo dục & Học đường,1,0,0.4423002398426599,0.5576997601573401,FN,40,,,
article_3341,4 quán cơm gà khách nên thử khi đến Hội An,"Khám phá ẩm thực Hội An, du khách nên thử các quán cơm gà lâu năm ở trung tâm như cơm gà Bà Buội hay Hương - kiệt Sica.",VnExpress,Other,1,0,0.4431751542598743,0.5568248457401257,FN,41,,,
article_2644,Microsoft sẵn sàng 'đường ai nấy đi' với nhà sáng lập ChatGPT,"Công ty đứng sau ChatGPT muốn chuyển đổi sang mô hình mới, khiến Microsoft toan tính chiến lược",SaoStar,Công nghệ & Khoa học,1,0,0.44479613696616,0.5552038630338401,FN,42,,,
article_1226,Mặt trời giả xuất hiện ở Việt Nam đúng ngày hạ chí: Báo hiệu điều gì?,"Hạ chí 21.6 hôm qua, nhiều người bất ngờ nhìn thấy hiện tượng mặt trời giả từ núi Bà Đen (Tây Ninh). Nguyên nhân của hiện tượng này là gì?",Thanh Niên,Other,1,0,0.4491805419187837,0.5508194580812162,FN,43,,,
article_1237,"Tưởng bị phạt nguội, tài xế vượt đèn đỏ nhận thông báo không ngờ từ CSGT","Tài xế vượt đèn đỏ đưa người bị tai nạn đi cấp cứu ở TP.Đà Lạt lo bị phạt nguội, nhưng thông báo mới nhất từ CSGT khiến ông bất ngờ.",Thanh Niên,Other,1,0,0.4547403339320597,0.5452596660679403,FN,44,,,
article_1268,Doãn Quốc Đam trở lại,"Sau hơn một thập kỷ gắn bó với vai phản diện truyền hình, Doãn Quốc Đam bất ngờ xuất hiện với diện mạo hoàn toàn mới trong phim điện ảnh mới",SaoStar,Giải trí & Showbiz,1,0,0.4593628806551765,0.5406371193448235,FN,45,,,
article_1202,Ghi nội dung chuyển khoản né từ mua bán: Cảm thông hay tiếp tay né thuế?,"Để né thuế, một số người bán yêu cầu khách trả tiền mặt hoặc chuyển khoản mà không ghi rõ nội dung giao dịch. Dưới góc độ người mua hàng, một số người bày tỏ sự cảm thông nhưng cũng không ít ý kiến cho rằng cần minh bạch và tạo điều kiện thuận tiện cho khách là trên hết.",Thanh Niên,Sức khỏe & Đời sống,1,0,0.4594069235795189,0.5405930764204812,FN,46,,,
article_3567,"Ford Territory - Khám phá ""lãnh thổ"" riêng trong thế giới crossover","Ford Territory - mẫu crossover hạng C đình đám tại Việt Nam, với thiết kế hiện đại và công nghệ an toàn vượt trội.",24h,Xe & Vận tải,1,0,0.4596212523372068,0.5403787476627933,FN,47,,,
article_2645,T1 Phone: Gắn mác Mỹ nhưng lại 'Made in China'?,Nhiều chuyên gia cho rằng T1 Phone nhiều khả năng sẽ được sản xuất ở Trung Quốc,SaoStar,Công nghệ & Khoa học,1,0,0.4597223264080222,0.5402776735919779,FN,48,,,
article_2902,Mỗi tháng trả 12 triệu đồng thuê mặt tiền chỉ để nhìn ô tô đỗ kín lối vào!,"Bỏ ra 12 triệu đồng mỗi tháng để thuê mặt bằng kinh doanh, chị Chi không ngờ điều khiến mình mệt mỏi lại là những chiếc ô tô thay nhau chắn lối. Cửa hàng thuê đàng hoàng, nhưng cửa nhà lúc nào cũng như bãi đỗ xe miễn phí.",VietNamNet,Xe & Vận tải,1,0,0.4630478583598612,0.5369521416401388,FN,49,,,
article_0059,Mùa mưa bão đến rồi,"Bão ""con bướm"" đến, vậy là mở màn mùa mưa bão rồi.",Tuổi Trẻ,Other,1,0,0.464622933461097,0.535377066538903,FN,50,,,
article_1480,Chuyên gia chỉ ra thực phẩm không nên ăn sống,"Một số thực phẩm sống chứa các hợp chất có hại mà cơ thể không thể tiêu hóa. Khi ăn sống ở lượng nhỏ có thể vô hại, nhưng nếu tiêu thụ chúng quá mức sẽ gây rối loạn nghiêm trọng dẫn đến ngộ độc.",Thanh Niên,Sức khỏe & Đời sống,0,1,0.874358251981257,0.874358251981257,FP,51,,,
article_2596,Hoa hậu Khánh Vân: Tôi được chồng yêu chiều nên làm vợ cũng thoải mái,"Dịp xuân Ất Tỵ, Hoa hậu Khánh Vân có những tiết lộ với Thanh Niên về cái tết đầu tiên sau khi kết hôn.",Thanh Niên,Other,0,1,0.8253700620757337,0.8253700620757337,FP,52,,,
article_1499,Alo bác sĩ nghe: Đau mỏi vai gáy khi ngủ dậy cảnh báo điều gì?,"'Tôi năm nay 55 tuổi, gần đây hay đau mỏi vai gáy, nhất là buổi sáng ngủ dậy. Liệu có phải dấu hiệu của thoái hóa đốt sống cổ không? Tôi nên khám và điều trị như thế nào?'. (M.Lộc, ở TP.HCM).",Thanh Niên,Other,0,1,0.8046873814161782,0.8046873814161782,FP,53,,,
article_2741,Không phải iPhone nào cũng được hưởng trọn tính năng iOS 26 - Báo VietnamNet,"Bên cạnh đổi mới giao diện, iOS 26 còn mang đến nhiều tính năng mới. Tuy nhiên, không phải iPhone nào cũng được hưởng trọn vẹn hệ điều hành này.",Báo Mới,Other,0,1,0.7754038197805136,0.7754038197805136,FP,54,,,
article_1400,Nên ăn và tránh gì trước khi chạy bộ?,"Người chạy bộ nên ăn trước khi chạy ít nhất 30 phút, chọn thực phẩm dễ tiêu hóa, cung cấp đủ carbohydrate, protein, chất béo lành mạnh.",VnExpress,Other,0,1,0.7740997316748603,0.7740997316748603,FP,55,,,
article_2564,"Hồng Nhung: Khi được chẩn đoán mắc ung thư, tôi nghĩ đến 2 con đầu tiên","Trong chương trình 'Cuộc hẹn cuối tuần' phát trên VTV3, ca sĩ Hồng Nhung có những phút trải lòng về quãng thời gian chống chọi với biến cố sức khỏe.",Thanh Niên,Other,0,1,0.7653916222274338,0.7653916222274338,FP,56,,,
article_3276,"Lái xe đi nghỉ mát, cả gia đình được buổi 'xông hơi' vì điều hòa ô tô giở chứng - Báo VietnamNet","Gia đình 4 người lái xe ô tô đi du lịch thì điều hòa hỏng giữa trời nắng, chiếc xe trở thành phòng xông hơi bất đắc dĩ. Chuyên nghỉ mát 'toát mồ hôi hột' là có thật.",Báo Mới,Sức khỏe & Đời sống,0,1,0.756698005536809,0.756698005536809,FP,57,,,
article_2572,NSƯT Công Ninh ở tuổi 63: Tôi sống không dư dả gì,"Đối với nghệ sĩ Công Ninh, mỗi người có một số phận riêng nên ở thời điểm hiện tại dù cuộc sống không giàu có nhưng ông vẫn vui vì lo được cho vợ con.",Thanh Niên,Giải trí & Showbiz,0,1,0.7491358634796711,0.7491358634796711,FP,58,,,
article_1470,Thêm nhiều lợi ích bất ngờ từ đu đủ,"Đu đủ không chỉ là một món ăn giải nhiệt mà còn mang đến hàng loạt lợi ích cho cơ thể, từ tăng cường thị lực đến hỗ trợ tiêu hóa và bảo vệ tim mạch.",Thanh Niên,Sức khỏe & Đời sống,0,1,0.746097301812163,0.746097301812163,FP,59,,,
article_0477,Thế giới 24h: Lãnh tụ tối cao Iran lên tiếng sau đòn tập kích bất ngờ của Mỹ,"Lãnh tụ tối cao Iran Ayatollah Ali Khamenei tuyên bố sẽ trừng phạt Israel. Đầu tuần trước, ông Khamenei cũng đưa ra lời cảnh báo cứng rắn nếu Mỹ tấn công Iran.",24h,Quốc tế,0,1,0.7335496293563313,0.7335496293563313,FP,60,,,
article_2207,Hồng Nhung bật khóc vì không thể hát sau ca mổ ung thư - Tạp chí Tri thức,"Hồng Nhung kể những ngày đầu sau ca phẫu thuật, cô từng bật khóc vì không hát được. Nữ ca sĩ vẫn chăm chỉ luyện thanh và giọng hát đã trở lại.",Báo Mới,Giải trí & Showbiz,0,1,0.7309504167292198,0.7309504167292198,FP,61,,,
article_3535,Bác sĩ kêu gọi giúp người đàn ông bị bỏng nặng không có bảo hiểm nuôi 5 con nhỏ,"Được cấp cứu trong tình trạng “thập tử nhất sinh” vì nổ bình gas, người đàn ông trụ cột gia đình đang đối mặt với chi phí điều trị hơn 20 triệu đồng/ngày mà không có bảo hiểm y tế.",VietNamNet,Other,0,1,0.718097265996406,0.718097265996406,FP,62,,,
article_0996,Muôn vàn cảm xúc của 'phe vé' trước cổng concert có G-Dragon,Phe vé lao đao trước giờ G-Dragon biểu diễn,SaoStar,Giải trí & Showbiz,0,1,0.7051961730556603,0.7051961730556603,FP,63,,,
article_1525,Xung đột Nga – Ukraine làm lộ sai lầm trong kho vũ khí của phương Tây,"Ukraine cho rằng, phương Tây cần vũ khí sản xuất hàng loạt giá rẻ thay vì vũ khí đắt tiền và cao cấp để chuẩn bị cho cuộc xung đột tiêu hao dai dẳng chống lại một đối thủ như Nga.",VietNamNet,Quốc tế,0,1,0.6987472095874606,0.6987472095874606,FP,64,,,
article_1558,Chia tay bầu Đức bằng sự tử tế,"Tiền vệ Minh Vương đã tuyên bố chia tay HAGL và bầu Đức sau 18 năm gắn bó, và câu chuyện để lại là một sự tử tế về bóng đá.",SaoStar,Thể thao,0,1,0.6958973220380272,0.6958973220380272,FP,65,,,
article_2893,"Ô tô nhập Mỹ: Nếu thuế nhập khẩu về 0%, giá rẻ hơn nhưng vẫn khó hút khách","Xe ô tô nhập Mỹ thường ế ẩm vì giá cao, trang bị hạn chế, khó cạnh tranh với xe lắp ráp trong nước và nhập từ ASEAN. Tuy nhiên, ngay cả khi thuế nhập khẩu về 0%, tình hình vẫn khó thay đổi.",VietNamNet,Xe & Vận tải,0,1,0.6909149882063746,0.6909149882063746,FP,66,,,
article_2349,CEO Telegram để lại 17 tỷ USD cho 106 người con,"CEO Telegram Pavel Durov có 106 người con. Ông dự định để lại toàn bộ tài sản – ước tính 17,1 tỷ USD – cho các con của mình.",VietNamNet,Công nghệ & Khoa học,0,1,0.6841940633089321,0.6841940633089321,FP,67,,,
article_1961,Ngọc Khuê: 'Chồng giúp tôi mở lòng sau một lần đổ vỡ',"Ca sĩ Ngọc Khuê nói DJ Huy Ngô luôn lắng nghe và thấu hiểu, khiến chị tin vào hôn nhân dù đã ""một lần đò"".",VnExpress,Other,0,1,0.6770421399936372,0.6770421399936372,FP,68,,,
article_0858,Hình xăm ảnh hưởng hệ miễn dịch thế nào?,"Với mỗi hình xăm, hàng triệu tế bào phải nỗ lực chiến đấu dù không thể thắng, cuối cùng lấy chính thân mình làm nhà tù giam giữ chất độc.",VnExpress,Công nghệ & Khoa học,0,1,0.6744958578200996,0.6744958578200996,FP,69,,,
article_3195,Tú Dưa: 'Tôi hạnh phúc khi con gái nối nghiệp',"Tú Dưa hỗ trợ hai tỷ đồng cho con gái - Ngân Hà - thực hiện MV đầu tay, đánh dấu việc cô theo đuổi âm nhạc chuyên nghiệp.",24h,Giải trí & Showbiz,0,1,0.6727567801356782,0.6727567801356782,FP,70,,,
article_0888,Choáng vì hàng giả tinh vi như hàng thật,"Hàng giả hiện nay không còn là những món đồ nhái vụng về với kiểu dáng thô kệch, bao bì sơ sài như trước mà được ""biến hóa"" tinh vi đến mức đánh lừa cả người sành sỏi.",Tuổi Trẻ,Kinh doanh & Kinh tế,0,1,0.67132622597866,0.67132622597866,FP,71,,,
article_2116,"Học trò lớp 2 viết bài văn về bố, câu nào cũng đầy ắp yêu thương","Một bài văn của học sinh lớp 2 viết về bố với lời lẽ mộc mạc, chân thành đã khiến nhiều người xúc động bởi tình cảm trong trẻo và quan sát đầy yêu thương.",SaoStar,Giáo dục & Học đường,0,1,0.6620539372986206,0.6620539372986206,FP,72,,,
article_1028,"Vợ chồng Hà Nội rời phố về biển, chi tiền ""biến” nhà cũ thành homestay đẹp như mơ","Căn nhà rộng 134m2 với 1 phòng khách và 3 phòng ngủ, được cải tạo trong vòng chưa đầy 2 tháng hết tổng cộng 700 triệu đồng.",24h,Kinh doanh & Kinh tế,0,1,0.6589323031232853,0.6589323031232853,FP,73,,,
article_1569,Man City thắng đậm đội bóng châu Á: HLV Guardiola nói gì về sao trẻ Echeverri?,"Man City đã dễ dàng đánh bại đội bóng châu Á Al Ain để ghi danh vòng knock-out FIFA Club World Cup 2025. Sau trận, HLV Pep Guardiola đã có những phát biểu đáng chú ý.",24h,Thể thao,0,1,0.656746064128875,0.656746064128875,FP,74,,,
article_1557,Ngã rẽ của thủ môn Đặng Văn Lâm với HAGL,"Không phải ngẫu nhiên mà Đặng Văn Lâm bây giờ thành công, dù xuất phát điểm từng kém thuyết phục tại HAGL.",SaoStar,Thể thao,0,1,0.6519482647557537,0.6519482647557537,FP,75,,,
