id,title,lead_paragraph,source,category,label,label_str,protocol,run_name,model_name,y_true,y_pred,y_score,clickbait_score_normalized,is_correct,error_type,confidence_in_prediction,confidence_error_rank,title_char_len,title_word_count,title_n_question,title_n_exclamation,title_n_number,title_n_cb_keywords,title_n_curiosity_gap_cues,title_n_ambiguous_cues,length_bin,has_question,has_clickbait_keyword,has_curiosity_gap,has_number,source_cb_rate_diagnostic,category_cb_rate_diagnostic
article_0056,Cảnh sát giải cứu 3 du khách bị lạc khi leo núi Hoàng Ngưu Sơn,"Ba du khách leo núi Hoàng Ngưu Sơn (TP Nha Trang, Khánh Hòa) thì đi lạc, phải nhờ lực lượng chức năng ứng cứu.",Tuổi Trẻ,Du lịch & Ẩm thực,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.3423907244216205,0.3423907244216205,True,TN,0.6576092755783796,,62,15,0,0,1,0,0,0,medium,no_question,no_clickbait_keyword,no_curiosity_gap,has_number,0.2904564315352697,0.4311926605504587
article_0059,Mùa mưa bão đến rồi,"Bão ""con bướm"" đến, vậy là mở màn mùa mưa bão rồi.",Tuổi Trẻ,Other,1,Clickbait,random_split,test,tfidf_word_logreg,1,0,0.464622933461097,0.464622933461097,False,FN,0.535377066538903,132.0,19,5,0,0,0,0,0,0,very_short,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.2904564315352697,0.2685765443151298
article_0076,Tổng Bí thư trao quyết định tổ chức bộ máy Cơ quan Mặt trận Tổ quốc Việt Nam,Tổng Bí thư Tô Lâm đã trao quyết định của Bộ Chính trị về thành lập Cơ quan Mặt trận Tổ quốc Việt Nam cho Thường trực Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam và trưởng các tổ chức chính trị - xã hội.,Thanh Niên,Chính trị & An ninh,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.2139609672632393,0.2139609672632393,True,TN,0.7860390327367607,,76,18,0,0,0,0,0,0,long,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.2986111111111111,0.1676300578034682
article_0106,Chung dòng máu Lạc Hồng: Gặp Việt Nam ở Hungary,"Những ngày ở Budapest, thủ đô của Hungary, giữa phố xá vừa hiện đại vừa cổ kính, xen giữa nhộn nhịp và bình yên, chúng tôi gặp gỡ bao điều thú vị. Một trong số đó là những điều ấm áp, rất VN hiện diện trong nhịp sống nơi đây.",Thanh Niên,Tin tức tổng hợp,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.3592098668319068,0.3592098668319068,True,TN,0.6407901331680932,,47,10,0,0,0,0,0,0,short,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.2986111111111111,0.0406091370558375
article_0108,'Thành công của bà con cũng là thành công của đất nước',"Tối 11.6 (giờ địa phương), Thủ tướng Phạm Minh Chính và phu nhân đã có cuộc gặp gỡ với cán bộ, nhân viên Đại sứ quán và cộng đồng người Việt Nam tại Thụy Điển.",Thanh Niên,Other,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,1,0.6371766981334684,0.6371766981334684,False,FP,0.6371766981334684,48.0,55,12,0,0,0,0,0,0,short,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.2986111111111111,0.2685765443151298
article_0111,Bộ Quốc phòng công khai quy hoạch chi tiết mở rộng Quảng trường Ba Đình,"Bộ Quốc phòng vừa công khai quy hoạch chi tiết khu vực dự án đầu tư mở rộng Quảng trường Ba Đình, tỷ lệ 1/500.",VietNamNet,Chính trị & An ninh,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.1739063325205891,0.1739063325205891,True,TN,0.8260936674794109,,71,15,0,0,0,0,0,0,medium,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.3174157303370786,0.1676300578034682
article_0117,Đại sứ quán Việt Nam tại Israel ra thông báo khẩn sau khi Mỹ tấn công Iran,Đại sứ quán Việt Nam tại Israel khuyến cáo công dân tuân thủ hướng dẫn của nước sở tại và tiếp tục đăng ký sơ tán nếu có nhu cầu.,VietNamNet,Chính trị & An ninh,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.2129054661281767,0.2129054661281767,True,TN,0.7870945338718233,,74,17,0,0,0,0,0,0,medium,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.3174157303370786,0.1676300578034682
article_0130,"Giải thể 44 Bộ chỉ huy Bộ đội Biên phòng các tỉnh, thành phố","Bộ Tư lệnh Bộ đội Biên phòng tổ chức thông báo kết quả sắp xếp tổ chức lực lượng trong tình hình mới, theo đó giải thể 44 bộ chỉ huy Bộ đội biên phòng các tỉnh, thành phố.",VietNamNet,Chính trị & An ninh,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.2591967048014055,0.2591967048014055,True,TN,0.7408032951985946,,60,14,0,0,1,0,0,0,medium,no_question,no_clickbait_keyword,no_curiosity_gap,has_number,0.3174157303370786,0.1676300578034682
article_0133,Cán bộ không chuyên trách cấp xã được kéo dài thời gian làm việc đến trước tháng 5/2026,Các địa phương có thể sắp xếp tạm thời kéo dài việc sử dụng người hoạt động không chuyên trách ở cấp xã đến trước ngày 31/5/2026.,VietNamNet,Chính trị & An ninh,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.3119091220978045,0.3119091220978045,True,TN,0.6880908779021955,,87,18,0,0,2,0,0,0,long,no_question,no_clickbait_keyword,no_curiosity_gap,has_number,0.3174157303370786,0.1676300578034682
article_0136,Bí thư Bà Rịa - Vũng Tàu nói lời 'gan ruột' trước thời khắc sáp nhập với TPHCM,"Bí thư Bà Rịa - Vũng Tàu đề nghị trong thời gian 10 ngày trước khi sáp nhập với TPHCM, người đứng đầu các cấp ủy Đảng dành toàn bộ thời gian, sự quan tâm hướng về cơ sở cấp xã mới và hãy gạt bỏ những băn khoăn, suy nghĩ riêng tư.",VietNamNet,Chính trị & An ninh,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,1,0.5302322160739232,0.5302322160739232,False,FP,0.5302322160739232,142.0,78,18,0,0,0,0,0,0,long,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.3174157303370786,0.1676300578034682
article_0139,Thủ tướng: Luật Thuế thu nhập cá nhân phải thuận lợi cho đóng và hoàn thuế,"Thủ tướng Phạm Minh Chính sáng nay chủ trì phiên họp Chính phủ chuyên đề pháp luật tháng 6, cho ý kiến về 8 nội dung quan trọng.",VietNamNet,Chính trị & An ninh,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.3652688696528945,0.3652688696528945,True,TN,0.6347311303471055,,74,16,0,0,0,0,0,1,medium,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.3174157303370786,0.1676300578034682
article_0154,Yêu cầu 'kỳ lạ' của Trấn Thành trong ngày sinh nhật Hari Won,"Dù vướng nhiều đồn đoán không hay, Trấn Thành – Hari Won vẫn tiếp tục chứng minh họ là một trong những cặp đôi giữ vững tình cảm nhất nhì Vbiz.",SaoStar,Giải trí & Showbiz,1,Clickbait,random_split,test,tfidf_word_logreg,1,1,0.5056777650049784,0.5056777650049784,True,TP,0.5056777650049784,,60,13,0,0,0,0,0,0,medium,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.6503496503496503,0.7058823529411765
article_0156,Chia sẻ gây chú ý của Khánh Thi sau 3 năm cưới Phan Hiển,Khánh Thi khiến nhiều người bất ngờ khi nhắc về chuyện 'chia rồi hợp' trong thời gian đồng hành cùng Phan Hiển.,SaoStar,Giải trí & Showbiz,1,Clickbait,random_split,test,tfidf_word_logreg,1,1,0.5752941911238432,0.5752941911238432,True,TP,0.5752941911238432,,56,14,0,0,1,1,0,0,medium,no_question,has_clickbait_keyword,no_curiosity_gap,has_number,0.6503496503496503,0.7058823529411765
article_0162,Bất ngờ trước số dư tài khoản hiện tại của Phan Mạnh Quỳnh,Câu chuyện về số dư hiện tại của Phan Mạnh Quỳnh được vợ chia sẻ khiến dân tình không khỏi phì cười.,SaoStar,Giải trí & Showbiz,1,Clickbait,random_split,test,tfidf_word_logreg,1,1,0.7632673384623619,0.7632673384623619,True,TP,0.7632673384623619,,58,13,0,0,0,1,0,1,medium,no_question,has_clickbait_keyword,no_curiosity_gap,no_number,0.6503496503496503,0.7058823529411765
article_0166,13 nghìn người bất ngờ trước động thái mới nhất của Minh Hằng,"Minh Hằng gây 'sốt' với loạt ảnh khoe dáng nuột nà, làn da trắng sáng.",SaoStar,Giải trí & Showbiz,1,Clickbait,random_split,test,tfidf_word_logreg,1,1,0.6584102526745748,0.6584102526745748,True,TP,0.6584102526745748,,61,13,0,0,1,1,0,1,medium,no_question,has_clickbait_keyword,no_curiosity_gap,has_number,0.6503496503496503,0.7058823529411765
article_0171,Nhan sắc nữ diễn viên Việt vừa được cầu hôn bằng nhẫn kim cương gây chú ý,Chuyện tình của nữ diễn viên Việt và bạn trai cũng hoạt động trong Vbiz được nhiều người ủng hộ.,SaoStar,Giải trí & Showbiz,1,Clickbait,random_split,test,tfidf_word_logreg,1,1,0.7990639675162597,0.7990639675162597,True,TP,0.7990639675162597,,73,17,0,0,0,1,0,0,medium,no_question,has_clickbait_keyword,no_curiosity_gap,no_number,0.6503496503496503,0.7058823529411765
article_0179,"Cảnh tượng hàng trăm hộ dân bị cô lập, ngập trong biển nước sau mưa trắng trời ở Lạng Sơn","Trên địa bàn huyện Hữu Lũng (Lạng Sơn) có 39 điểm ngập úng, 5 điểm sạt lở đất, 41 hộ dân đã được di dời. Ngoài ra, 11 thôn với 405 hộ dân bị cô lập, gần 350ha lúa, hoa màu bị ngập.",24h,Tin tức tổng hợp,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.3166084055164921,0.3166084055164921,True,TN,0.6833915944835078,,89,20,0,0,0,0,0,0,long,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.4397163120567376,0.0406091370558375
article_0182,Việt Nam lên tiếng trước việc Mỹ tấn công một số cơ sở hạt nhân của Iran,"Việt Nam kêu gọi các bên liên quan chấm dứt ngay các hành động quân sự, trong đó có việc tấn công vào cơ sở hạt nhân.",24h,Tin tức tổng hợp,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.3085385558765814,0.3085385558765814,True,TN,0.6914614441234186,,72,17,0,0,0,0,0,0,medium,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.4397163120567376,0.0406091370558375
article_0195,Thời tiết miền Bắc những ngày tới ra sao?,"Những ngày tới, miền Bắc duy trì thời tiết ngày nắng nhẹ, ít mưa, riêng chiều tối và đêm, khu vực vùng núi, trung du có mưa vừa, mưa to đến rất to, kèm theo lốc sét và gió giật mạnh. Tây Nguyên và Nam Bộ tiếp tục mưa dông rải rác vào chiều tối. Miền Trung nắng nóng, ít mưa.",24h,Tin tức tổng hợp,1,Clickbait,random_split,test,tfidf_word_logreg,1,1,0.5735547424768059,0.5735547424768059,True,TP,0.5735547424768059,,41,9,1,0,0,1,1,0,short,has_question,has_clickbait_keyword,has_curiosity_gap,no_number,0.4397163120567376,0.0406091370558375
article_0202,Công an Thanh Hóa xác minh vụ hàng nghìn nước mắm bị vứt bỏ bên đường,"Qua xác minh, Phòng Cảnh sát kinh tế, Công an tỉnh Thanh Hóa xác định, các sản phẩm nước mắm bị vứt bỏ tại xã Tam Thái, huyện Phú Ninh (Quảng Nam) có cơ sở sản xuất tại Thanh Hóa.",24h,Tin tức tổng hợp,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.2864180291650745,0.2864180291650745,True,TN,0.7135819708349256,,69,16,0,0,0,0,0,0,medium,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.4397163120567376,0.0406091370558375
article_0205,"Mưa lớn kéo dài, 2 thủy điện ở Nghệ An xả lũ trong đêm",Hai nhà máy thủy điện lớn trên lưu vực sông Cả đồng loạt xả lũ với tổng lưu lượng lên tới 750m³/s.,24h,Tin tức tổng hợp,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.2315962907498335,0.2315962907498335,True,TN,0.7684037092501665,,54,14,0,0,1,0,0,0,short,no_question,no_clickbait_keyword,no_curiosity_gap,has_number,0.4397163120567376,0.0406091370558375
article_0210,"VIDEO: Tài xế Xpander dùng xe mình ""ghìm"" xe Mercedes có tài xế bất tỉnh trên ghế lái","Sau va chạm, tài xế xe Mercedes bất tỉnh khiến chiếc xe mất điều khiển, tài xế xe Xpander đã đấu đầu phanh cứng để ngăn xe Mercedes lao đi",24h,Tin tức tổng hợp,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,1,0.5460649047426995,0.5460649047426995,False,FP,0.5460649047426995,118.0,85,18,0,0,0,0,0,0,long,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.4397163120567376,0.0406091370558375
article_0211,Cục CSGT: 'Sử dụng điện thoại khi đang lái xe là hành vi đặc biệt nguy hiểm',"Theo Cục CSGT (Bộ Công an), hành vi sử dụng điện thoại khi đang điều khiển phương tiện trên cao tốc là hành vi đặc biệt nguy hiểm bởi khi sử dụng điện thoại lái xe sẽ mất tập trung, phản ứng chậm trước các tình huống bất ngờ; giảm khả năng quan sát, xử lý tình huống và đây cũng là nguyên nhân gây ra tai nạn giao thông nghiêm trọng.",24h,Tin tức tổng hợp,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.4683120201545349,0.4683120201545349,True,TN,0.5316879798454651,,76,17,0,0,0,1,0,0,long,no_question,has_clickbait_keyword,no_curiosity_gap,no_number,0.4397163120567376,0.0406091370558375
article_0214,Xôn xao thông tin người đàn ông trộm hơn 800 tờ vé số ở TPHCM,"Thông tin đăng tải cho thấy người đàn ông đã trộm 812 tờ vé số, khiến nữ nhân viên đại lý vé số “mất ăn, mất ngủ“.",24h,Tin tức tổng hợp,1,Clickbait,random_split,test,tfidf_word_logreg,1,1,0.5280123026045812,0.5280123026045812,True,TP,0.5280123026045812,,61,15,0,0,1,0,0,0,medium,no_question,no_clickbait_keyword,no_curiosity_gap,has_number,0.4397163120567376,0.0406091370558375
article_0225,Tình thế đảo ngược với tiền vệ Tuấn Anh - Tạp chí SaoStar,Tiền vệ Tuấn Anh đã có màn ăn mừng chức vô địch V.League theo cách đầy đặc biệt.,Báo Mới,Thể thao,1,Clickbait,random_split,test,tfidf_word_logreg,1,1,0.6225711055044051,0.6225711055044051,True,TP,0.6225711055044051,,57,13,0,0,0,0,0,0,medium,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.2024623803009576,0.2584615384615384
article_0230,V.League 1-2024/2025 và những điểm nhấn - Báo Tin Tức TTXVN,"Mùa giải V.League 1-2024/2025 đã khép lại với nhiều ấn tượng và cảm xúc. Đội vô địch là Câu lạc bộ Thép Xanh Nam Định; Á quân Câu lạc bộ Hà Nội; Câu lạc bộ Công an Hà Nội xếp hạng Ba, hạng Tư thuộc về Câu lạc bộ Thể Công Viettel.",Báo Mới,Thể thao,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.2416800113696004,0.2416800113696004,True,TN,0.7583199886303996,,59,11,0,0,3,0,0,0,medium,no_question,no_clickbait_keyword,no_curiosity_gap,has_number,0.2024623803009576,0.2584615384615384
article_0235,Những thông số ấn tượng của Nam Định ở V.League 2024/25 - Tạp chí Tri thức,"Không sở hữu quá nhiều ngôi sao đình đám trong đội hình, Nam Định vẫn lên ngôi vô địch V.League 2024/25 bằng sự ổn định, bản lĩnh và đặc biệt là sức mạnh của một tập thể đồng đều.",Báo Mới,Thể thao,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.3929690932451946,0.3929690932451946,True,TN,0.6070309067548054,,74,16,0,0,2,0,0,0,medium,no_question,no_clickbait_keyword,no_curiosity_gap,has_number,0.2024623803009576,0.2584615384615384
article_0237,Khởi động chiến dịch bảo vệ ngôi vương - Báo Văn hóa,HLV Kim Sang-sik vừa lên danh sách tập trung 35 cầu thủ trong đợt hội quân của đội tuyển U22 Việt Nam để chuẩn bị cho giải U23 vô địch Đông Nam Á. Đây là sân chơi chính thức đầu tiên trong năm 2025 của U22 Việt Nam trước khi đội hướng đến hai mục tiêu quan trọng khác là vòng loại U23 châu Á 2026 và môn bóng đá nam SEA Games 33.,Báo Mới,Thể thao,1,Clickbait,random_split,test,tfidf_word_logreg,1,0,0.299342656033869,0.299342656033869,False,FN,0.700657343966131,22.0,52,12,0,0,0,0,0,0,short,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.2024623803009576,0.2584615384615384
article_0242,CLB Đà Nẵng muốn đổi sân đá play-off với Bình Phước - Báo VietnamNet,"SHB Đà Nẵng cho rằng việc tổ chức trận play-off trên sân Thống Nhất của TP.HCM là không hợp lý, đề xuất được thi đấu ở sân Quy Nhơn của Bình Định.",Báo Mới,Thể thao,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.252974017461387,0.252974017461387,True,TN,0.747025982538613,,68,14,0,0,0,0,0,0,medium,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.2024623803009576,0.2584615384615384
article_0251,Antony từ chối đến Serie A - Tạp chí Tri thức,Como ở giải Serie A đang xem xét chiêu mộ Antony nhưng tiền đạo người Brazil tỏ ra không hứng thú.,Báo Mới,Thể thao,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.3983494885040022,0.3983494885040022,True,TN,0.6016505114959978,,45,11,0,0,0,0,0,0,short,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.2024623803009576,0.2584615384615384
article_0264,Bảng xếp hạng Bundesliga 2024/2025 mới nhất,"Bảng xếp hạng (BXH) bóng đá Bundesliga hôm nay: Bayern München, Bayer Leverkusen, Eintracht Frankfurt, Dortmund, SC Freiburg...",Báo Mới,Thể thao,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.1334611667480899,0.1334611667480899,True,TN,0.8665388332519102,,43,7,0,0,2,0,0,0,short,no_question,no_clickbait_keyword,no_curiosity_gap,has_number,0.2024623803009576,0.2584615384615384
article_0272,Lý do Tottenham sa thải Postecoglou - Tạp chí Tri thức,"Chủ tịch Tottenham Hotspur, Daniel Levy, khẳng định chức vô địch Europa League 2024/25 không đủ để đáp ứng tham vọng của câu lạc bộ.",Báo Mới,Thể thao,1,Clickbait,random_split,test,tfidf_word_logreg,1,1,0.52153145762373,0.52153145762373,True,TP,0.52153145762373,,54,11,0,0,0,1,1,1,short,no_question,has_clickbait_keyword,has_curiosity_gap,no_number,0.2024623803009576,0.2584615384615384
article_0274,Tottenham chính thức bổ nhiệm thuyền trưởng mới - Báo Giáo Dục & Thời Đại,"Tottenham bổ nhiệm HLV Thomas Frank ngồi vào 'ghế nóng', thay thế Ange Postecoglou bị sa thải chỉ 16 ngày sau khi giúp đội vô địch Europa League.",Báo Mới,Thể thao,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.322508285102255,0.322508285102255,True,TN,0.6774917148977451,,73,15,0,0,0,0,0,0,medium,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.2024623803009576,0.2584615384615384
article_0279,Cơ sở hạt nhân Iran thiệt hại thế nào sau đòn tập kích của Mỹ?,Chương trình hạt nhân Iran được cho là đã chịu thiệt hại đáng kể sau chiến dịch không kích của Mỹ song chưa bị xóa bỏ hoàn toàn.,VnExpress,Quốc tế,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.4678683855036433,0.4678683855036433,True,TN,0.5321316144963567,,62,15,1,0,0,0,0,0,medium,has_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.1447368421052631,0.2489626556016597
article_0281,Ông Netanyahu cầu nguyện cho ông Trump ở Bức tường Than khóc,"Thủ tướng Israel cầu Thượng Đế ban phước, bảo vệ Tổng thống Mỹ tại Bức tường Than khóc, địa điểm linh thiêng với người Do Thái.",VnExpress,Quốc tế,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,1,0.6002867330179685,0.6002867330179685,False,FP,0.6002867330179685,70.0,60,12,0,0,0,0,0,0,medium,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.1447368421052631,0.2489626556016597
article_0289,Ông Netanyahu: Israel sắp đạt mục tiêu ở Iran,"Thủ tướng Netanyahu cho biết Israel tiến ""rất gần"" việc đạt mục tiêu phá hủy năng lực hạt nhân và tên lửa Iran sau đòn không kích của Mỹ.",VnExpress,Quốc tế,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.2496181450180092,0.2496181450180092,True,TN,0.7503818549819908,,45,9,0,0,0,0,0,0,short,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.1447368421052631,0.2489626556016597
article_0292,Những căn cứ có lực lượng Mỹ ở Trung Đông,"Mỹ đã duy trì hiện diện quân sự ở Trung Đông trong nhiều thập kỷ, hiện có 40.000-50.000 quân đồn trú tại ít nhất 19 căn cứ quân sự.",VnExpress,Quốc tế,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.4480724002463148,0.4480724002463148,True,TN,0.5519275997536852,,41,10,0,0,0,0,0,0,short,no_question,no_clickbait_keyword,no_curiosity_gap,no_number,0.1447368421052631,0.2489626556016597
article_0293,Mỹ công bố cách tiến hành chiến dịch 'Búa Đêm' nhằm vào Iran,"Lầu Năm Góc cho biết Mỹ đã huy động 125 máy bay quân sự trong chiến dịch Búa Đêm, thả 14 quả bom xuyên phá hầm xuống căn cứ hạt nhân quan trọng của Iran.",VnExpress,Quốc tế,0,Non-clickbait,random_split,test,tfidf_word_logreg,0,0,0.259055408632118,0.259055408632118,True,TN,0.740944591367882,,60,13,0,0,0,1,0,0,medium,no_question,has_clickbait_keyword,no_curiosity_gap,no_number,0.1447368421052631,0.2489626556016597
