id,title,lead_paragraph,source,category,publish_datetime_raw,publish_dt,label,label_str,title_char_len,title_word_len,title_n_exclaim,title_n_question,title_n_ellipsis,title_n_number,title_has_caps,title_n_quote,title_n_cb_keywords,title_n_ambiguous_cues,title_n_curiosity_gap_cues,title_starts_with_num,title_has_superlative,title_n_negative,title_avg_word_len,title_uppercase_ratio,title_ends_question,title_ends_ellipsis,title_is_listicle,title_has_quote,title_has_source_tag,lead_char_len,lead_word_len,lead_title_ratio,lead_n_cb_keywords,source_encoded,category_encoded,source_cb_rate_diagnostic,category_cb_rate_diagnostic
article_0033,"Xe tải lao vào nhà dân, một người chết","Khánh HòaÔtô tải chở vật liệu đang đổ dốc ở khu vực gần núi Chín Khúc, thành phố Nha Trang, bất ngờ mất kiểm soát lao vào nhà dân, một người chết, chiều 20/6.",VnExpress,Tin tức tổng hợp,2025-06-20T21:04:00+07:00,2025-06-20 14:04:00.000,0,Non-clickbait,38,9,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,0.02631578947368421,0,0,0,0,0,158,34,4.051282051282051,1,7,10,0.14473684210526316,0.04060913705583756
article_0034,Bộ trưởng GD&ĐT: Xem xét bỏ tỷ lệ 40% học sinh THCS vào trường nghề,"Đánh giá quy định 40% học sinh THCS vào trường nghề là ""cứng nhắc, thiếu căn cứ khoa học và thực tiễn"", Bộ trưởng Nguyễn Kim Sơn nói đang xem xét thay đổi.",VnExpress,Tin tức tổng hợp,2025-06-20T17:19:00+07:00,2025-06-20 10:19:00.000,0,Non-clickbait,67,15,0,0,0,1,1,0,0,0,0,0,0,0,3.533333333333333,0.14925373134328357,0,0,0,0,0,155,33,2.2794117647058822,0,7,10,0.14473684210526316,0.04060913705583756
article_0035,Đề xuất Chính phủ được điều chỉnh quy định trong luật nếu có vướng mắc,"Chính phủ đề xuất được ban hành nghị quyết quy phạm pháp luật điều chỉnh một số quy định tại luật, nghị quyết của Quốc hội nhằm kịp thời xử lý vướng mắc.",VnExpress,Tin tức tổng hợp,2025-06-20T16:56:00+07:00,2025-06-20 09:56:00.000,0,Non-clickbait,70,15,0,0,0,0,0,0,0,0,0,0,0,0,3.7333333333333334,0.02857142857142857,0,0,0,0,0,153,33,2.1549295774647885,0,7,10,0.14473684210526316,0.04060913705583756
article_0036,"Cả nước còn hơn 1,2 triệu hộ nghèo, cận nghèo","Cả nước còn 1,25 triệu hộ nghèo, cận nghèo, giảm hơn một nửa sau 5 năm và vượt chỉ tiêu đặt ra, theo Bộ Nông nghiệp và Môi trường.",VnExpress,Tin tức tổng hợp,2025-06-20T16:26:00+07:00,2025-06-20 09:26:00.000,0,Non-clickbait,45,10,0,0,0,2,0,0,0,0,0,0,0,0,3.6,0.022222222222222223,0,0,0,0,0,130,29,2.8260869565217392,0,7,10,0.14473684210526316,0.04060913705583756
article_0037,Chủ tịch nước Lương Cường: 'Người làm báo phải tự đổi mới',"Để trực tiếp tham gia vào sự nghiệp đổi mới, báo chí và người làm báo tự đổi mới, dũng cảm lên án những cái xấu, theo Chủ tịch nước.",VnExpress,Tin tức tổng hợp,2025-06-20T15:54:00+07:00,2025-06-20 08:54:00.000,0,Non-clickbait,58,12,0,0,0,0,0,2,0,0,0,0,0,0,3.9166666666666665,0.06896551724137931,0,0,0,1,0,132,30,2.23728813559322,0,7,10,0.14473684210526316,0.04060913705583756
article_0038,Cháy trước quán ăn ở trung tâm TP HCM,"Lửa bốc lên ngùn ngụt từ đường dây cáp quang sau đó lan vào quán ăn ở quận 1, khiến hơn 30 nhân viên, thực khách tháo chạy, trưa 20/6.",VnExpress,Tin tức tổng hợp,2025-06-20T13:11:00+07:00,2025-06-20 06:11:00.000,0,Non-clickbait,37,9,0,0,0,0,1,0,0,0,0,0,0,0,3.2222222222222223,0.16216216216216217,0,0,0,0,0,134,30,3.526315789473684,0,7,10,0.14473684210526316,0.04060913705583756
article_0039,130 gian trưng bày tại Hội Báo toàn quốc 2025,"Tại các gian trưng bày, mỗi cơ quan báo chí đều cố gắng thể hiện bản sắc, thế mạnh và việc ứng dụng công nghệ mới như AI, mô hình hóa 3D vào sản phẩm.",VnExpress,Tin tức tổng hợp,2025-06-20T12:49:00+07:00,2025-06-20 05:49:00.000,0,Non-clickbait,45,10,0,0,0,2,0,0,0,0,0,1,0,0,3.6,0.044444444444444446,0,0,1,0,0,150,35,3.260869565217391,0,7,10,0.14473684210526316,0.04060913705583756
article_0040,'Sắp xếp giang sơn để Việt Nam tăng sức cạnh tranh quốc tế',"Phó thủ tướng Nguyễn Hòa Bình cho biết công cuộc sắp xếp lại giang sơn nhằm để Việt Nam mở rộng không gian phát triển, tăng sức cạnh tranh quốc tế.",VnExpress,Tin tức tổng hợp,2025-06-20T10:21:00+07:00,2025-06-20 03:21:00.000,0,Non-clickbait,59,13,0,0,0,0,0,2,0,0,0,0,0,0,3.6153846153846154,0.05084745762711865,0,0,0,1,0,147,31,2.45,0,7,10,0.14473684210526316,0.04060913705583756
article_0041,Bộ trưởng Y tế trả lời về an toàn thực phẩm trường học,"Tham gia phiên chất vấn nhóm vấn đề giáo dục sáng 20/6, Bộ trưởng Y tế Đào trả lời về dinh dưỡng, bữa ăn cho học sinh và an toàn thực phẩm trong trường học.",VnExpress,Tin tức tổng hợp,2025-06-20T09:48:00+07:00,2025-06-20 02:48:00.000,0,Non-clickbait,54,13,0,0,0,0,0,0,0,0,0,0,0,0,3.230769230769231,0.037037037037037035,0,0,0,0,0,156,35,2.8363636363636364,0,7,10,0.14473684210526316,0.04060913705583756
article_0042,Hà Nội sử dụng loạt xe vệ sinh môi trường mới,"Nhằm tạo đột phá trong công tác bảo vệ môi trường đô thị, Hà Nội đưa vào hàng loạt xe thu gom, vận chuyển rác thải và vệ sinh môi trường hiện đại.",VnExpress,Tin tức tổng hợp,2025-06-20T09:27:00+07:00,2025-06-20 02:27:00.000,0,Non-clickbait,45,11,0,0,0,0,0,0,0,0,0,0,0,0,3.1818181818181817,0.044444444444444446,0,0,0,0,0,146,33,3.1739130434782608,0,7,10,0.14473684210526316,0.04060913705583756
article_0043,'Người lớn không đánh nhau thì không còn bạo lực học đường',"Đại biểu hỏi bao giờ hết bạo lực học đường, Bộ trưởng Giáo dục và Đào tạo trả lời nếu ngày nào đó người lớn không đánh nhau thì trường học không còn bạo lực.",VnExpress,Tin tức tổng hợp,2025-06-20T07:49:00+07:00,2025-06-20 00:49:00.000,0,Non-clickbait,59,12,0,0,0,0,0,2,0,0,0,0,0,1,4.0,0.01694915254237288,0,0,0,1,0,157,35,2.6166666666666667,0,7,10,0.14473684210526316,0.04060913705583756
article_0044,Hiện trạng khu đất 150 ha ở Thủ Thiêm sẽ làm công viên sinh thái,"TP HCMKhu đất là vùng đầm lầy, mảng xanh rậm rạp, được Tập đoàn Trường Hải (Thaco) đề xuất nghiên cứu làm công viên lớn thứ hai của TP HCM.",VnExpress,Tin tức tổng hợp,2025-06-20T06:00:00+07:00,2025-06-19 23:00:00.000,0,Non-clickbait,64,15,0,0,0,1,0,0,0,0,0,0,0,0,3.3333333333333335,0.046875,0,0,0,0,0,139,30,2.1384615384615384,0,7,10,0.14473684210526316,0.04060913705583756
article_0045,"93 phường, xã của TP Đà Nẵng sau sáp nhập","Đà Nẵng và Quảng Nam sáp nhập thành TP Đà Nẵng, có 23 phường, 70 xã và một đặc khu Hoàng Sa, trung tâm hành chính đặt tại Đà Nẵng.",VnExpress,Tin tức tổng hợp,2025-06-20T01:31:00+07:00,2025-06-19 18:31:00.000,0,Non-clickbait,41,10,0,0,0,1,1,0,0,0,0,1,0,0,3.2,0.0975609756097561,0,0,1,0,0,130,30,3.0952380952380953,0,7,10,0.14473684210526316,0.04060913705583756
article_0046,Giải pháp nào để báo chí cạnh tranh với mạng xã hội?,"Trong bối cảnh bị mạng xã hội cạnh tranh gay gắt, nhiều chuyên gia cho rằng báo chí cần trở thành nơi để độc giả kiểm chứng thông tin, cần nâng cao chất lượng.",VnExpress,Tin tức tổng hợp,2025-06-20T00:29:00+07:00,2025-06-19 17:29:00.000,0,Non-clickbait,52,12,0,1,0,0,0,0,0,0,0,0,0,0,3.4166666666666665,0.019230769230769232,1,0,0,0,0,159,34,3.0,0,7,10,0.14473684210526316,0.04060913705583756
article_0047,Ngày đầu vận hành thử nghiệm chính quyền hai cấp ở Bình Định,"Sáng 20/6, Bình Định vận hành thử nghiệm chính quyền hai cấp với 3 thủ tục hành chính số hóa được hoàn thành trong 15 phút.",VnExpress,Tin tức tổng hợp,2025-06-20T13:00:00+07:00,2025-06-20 06:00:00.000,0,Non-clickbait,60,13,0,0,0,0,0,0,0,0,0,0,0,0,3.6923076923076925,0.05,0,0,0,0,0,123,26,2.0163934426229506,0,7,10,0.14473684210526316,0.04060913705583756
article_0048,Hà Nội phá dỡ 'Hàm cá mập',"Khuya 19/6, TP Hà Nội huy động nhân công, máy xúc phá dỡ tòa nhà 'Hàm cá mập' ven Hồ Gươm để mở rộng quảng trường Đông Kinh Nghĩa Thục.",VnExpress,Tin tức tổng hợp,2025-06-19T23:51:00+07:00,2025-06-19 16:51:00.000,0,Non-clickbait,26,7,0,0,0,0,0,2,0,0,0,0,0,0,2.857142857142857,0.11538461538461539,0,0,0,1,0,135,30,5.0,0,7,10,0.14473684210526316,0.04060913705583756
article_0049,'Báo chí tiếp tục sứ mệnh xây đắp niềm tin xã hội',"Theo Trưởng ban Tuyên giáo và Dân vận trung ương Nguyễn Trọng Nghĩa, báo chí cần tiếp tục sứ mệnh xây đắp niềm tin xã hội, thổi bùng khát vọng thịnh vượng.",VnExpress,Tin tức tổng hợp,2025-06-19T23:29:00+07:00,2025-06-19 16:29:00.000,0,Non-clickbait,50,12,0,0,0,0,0,2,0,0,0,0,0,0,3.25,0.02,0,0,0,1,0,155,32,3.0392156862745097,0,7,10,0.14473684210526316,0.04060913705583756
article_0050,Ôtô chở 13 người lao xuống mương nước sau va chạm xe máy,"Phú YênÔtô chở 13 người chạy trên quốc lộ 25 va chạm xe máy đi ngược chiều, sau đó mất lái lao xuống mương nước khiến nhiều hành khách hoảng loạn, chiều 19/6.",VnExpress,Tin tức tổng hợp,2025-06-19T21:34:00+07:00,2025-06-19 14:34:00.000,0,Non-clickbait,56,13,0,0,0,1,0,0,0,0,0,0,0,0,3.3846153846153846,0.017857142857142856,0,0,0,0,0,158,33,2.7719298245614037,0,7,10,0.14473684210526316,0.04060913705583756
article_0051,Thử nghiệm phần mềm một cửa điện tử ở Đồng Nai: Chưa liên thông được dữ liệu với bộ ngành,"Sau khi thử nghiệm giải quyết các thủ tục hành chính điện tử, tỉnh Đồng Nai cho hay một số thủ tục hành chính chưa thể liên thông được dữ liệu với các bộ ngành.",Tuổi Trẻ,Tin tức tổng hợp,2025-06-23T10:38:56+07:00,2025-06-23 03:38:56.000,0,Non-clickbait,89,20,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0.0449438202247191,0,0,0,0,0,160,35,1.7777777777777777,0,5,10,0.29045643153526973,0.04060913705583756
article_0052,"Ông Trần Lưu Quang kiểm tra công tác chuẩn bị vận hành chính quyền 2 cấp tại Ninh Thuận, Khánh Hòa","Ông Trần Lưu Quang - trưởng Ban Chính sách, chiến lược Trung ương - đánh giá cao sự chủ động của phường Phan Rang (Ninh Thuận) và xã Cam Lâm (Khánh Hòa) đã đảm bảo đồng bộ các yếu tố: nhân sự, cơ sở vật chất, hệ thống hạ tầng cho việc vận hành.",Tuổi Trẻ,Tin tức tổng hợp,2025-06-23T12:10:26+07:00,2025-06-23 05:10:26.000,0,Non-clickbait,98,21,0,0,0,1,0,0,0,0,0,0,0,0,3.7142857142857144,0.08163265306122448,0,0,0,0,0,244,54,2.4646464646464645,0,5,10,0.29045643153526973,0.04060913705583756
