model_name,vectorizer,feature,coefficient,direction
tfidf_word_logreg,word,chức,-0.8017657850684171,non_clickbait
tfidf_word_logreg,word,cơ,-0.7944679516250917,non_clickbait
tfidf_word_logreg,word,khởi,-0.7932015946139905,non_clickbait
tfidf_word_logreg,word,khu,-0.7868892447401804,non_clickbait
tfidf_word_logreg,word,dẫn,-0.7815911992170065,non_clickbait
tfidf_word_logreg,word,21,-0.7742019344195185,non_clickbait
tfidf_word_logreg,word,hành,-0.7723523355617969,non_clickbait
tfidf_word_logreg,word,lớp,-0.7683207464787705,non_clickbait
tfidf_word_logreg,word,trung,-0.7592056288479259,non_clickbait
tfidf_word_logreg,word,kế,-0.758467261038826,non_clickbait
tfidf_word_logreg,word,quốc,-0.7506811098810329,non_clickbait
tfidf_word_logreg,word,triển,-0.7424838345013755,non_clickbait
tfidf_word_logreg,word,phân,-0.7337440268362814,non_clickbait
tfidf_word_logreg,word,lãnh,-0.731777805455132,non_clickbait
tfidf_word_logreg,word,xếp,-0.7285470344854875,non_clickbait
tfidf_word_logreg,word,chính,-0.7228891152109581,non_clickbait
tfidf_word_logreg,word,mưa,-0.7227407560160136,non_clickbait
tfidf_word_logreg,word,tp,-0.7157262947153239,non_clickbait
tfidf_word_logreg,word,đà,-0.7150174161454105,non_clickbait
tfidf_word_logreg,word,xuất,-0.7106560726187078,non_clickbait
tfidf_word_logreg,word,hôm,-0.7071715533458495,non_clickbait
tfidf_word_logreg,word,hôm nay,-0.7071715533458495,non_clickbait
tfidf_word_logreg,word,đấu,-0.7033691480506723,non_clickbait
tfidf_word_logreg,word,xét,-0.6901191135176517,non_clickbait
tfidf_word_logreg,word,dự,-0.6888126169625124,non_clickbait
tfidf_word_logreg,word,mắt,-0.6870621764713134,non_clickbait
tfidf_word_logreg,word,cấp,-0.6818036481922045,non_clickbait
tfidf_word_logreg,word,du,-0.6768326043559335,non_clickbait
tfidf_word_logreg,word,hạ,-0.673092486094636,non_clickbait
tfidf_word_logreg,word,vinh,-0.6677670414031538,non_clickbait
tfidf_word_logreg,word,thái,-0.6667004592808506,non_clickbait
tfidf_word_logreg,word,tháng,-0.6628305069612319,non_clickbait
tfidf_word_logreg,word,thắng,-0.660121817786513,non_clickbait
tfidf_word_logreg,word,giải,-0.6599809787349773,non_clickbait
tfidf_word_logreg,word,nghiệm,-0.6546288158824524,non_clickbait
tfidf_word_logreg,word,đâm,-0.6497048330796849,non_clickbait
tfidf_word_logreg,word,cán bộ,-0.6443953483953032,non_clickbait
tfidf_word_logreg,word,năng,-0.6428175838325403,non_clickbait
tfidf_word_logreg,word,rộng,-0.6422326917246227,non_clickbait
tfidf_word_logreg,word,trí,-0.6378827489771931,non_clickbait
tfidf_word_logreg,word,phiên,-0.6371508569671148,non_clickbait
tfidf_word_logreg,word,in,-0.634746464169697,non_clickbait
tfidf_word_logreg,word,tổ,-0.6333488964353569,non_clickbait
tfidf_word_logreg,word,tra,-0.6296817355907542,non_clickbait
tfidf_word_logreg,word,công an,-0.6286670299495494,non_clickbait
tfidf_word_logreg,word,thái lan,-0.6285965077581618,non_clickbait
tfidf_word_logreg,word,áp,-0.6275512832309533,non_clickbait
tfidf_word_logreg,word,hạng,-0.625752195216127,non_clickbait
tfidf_word_logreg,word,não,-0.623190464972893,non_clickbait
tfidf_word_logreg,word,triệu đồng,-0.6188967442468757,non_clickbait
tfidf_word_logreg,word,ra mắt,-0.6154265524412234,non_clickbait
tfidf_word_logreg,word,lịch,-0.6151019052805916,non_clickbait
tfidf_word_logreg,word,phường,-0.6123780116298915,non_clickbait
tfidf_word_logreg,word,bắt,-0.6080626751852413,non_clickbait
tfidf_word_logreg,word,cứu,-0.6062156913026401,non_clickbait
tfidf_word_logreg,word,ngành,-0.605314228188589,non_clickbait
tfidf_word_logreg,word,trợ,-0.6047014421055242,non_clickbait
tfidf_word_logreg,word,nguy kịch,-0.6041672970724223,non_clickbait
tfidf_word_logreg,word,vào,-0.601505617949332,non_clickbait
tfidf_word_logreg,word,bảng,-0.6010001817548746,non_clickbait
tfidf_word_logreg,word,cán,-0.6005994465612776,non_clickbait
tfidf_word_logreg,word,tăng,-0.6005903679142907,non_clickbait
tfidf_word_logreg,word,vinfast,-0.6002045702613485,non_clickbait
tfidf_word_logreg,word,nội,-0.59963071102787,non_clickbait
tfidf_word_logreg,word,kinh tế,-0.5985870596370476,non_clickbait
tfidf_word_logreg,word,lượng,-0.5982658613007231,non_clickbait
tfidf_word_logreg,word,tại,-0.5972750864678354,non_clickbait
tfidf_word_logreg,word,đồng,-0.5935082873556514,non_clickbait
tfidf_word_logreg,word,nghị,-0.5927116949446745,non_clickbait
tfidf_word_logreg,word,thảo,-0.5913117659222796,non_clickbait
tfidf_word_logreg,word,danh,-0.5912524534487984,non_clickbait
tfidf_word_logreg,word,lập,-0.5909985045548047,non_clickbait
